2.734435284064530292e-01,9.187007576991059743e-01,2.913798226235412431e-02,9.608391260490052321e-01,1.974787098875743219e+00,7.942717369953203321e-02,4.669180512428283691e-02,2.734435284064530292e-01,9.187007576991059743e-01,5.000000000000000104e-04
3.741240767794798416e-01,9.349614827751508983e-01,2.940854376080139290e-02,9.699465069675093920e-01,2.140833916439190077e+00,4.593088363244333949e-02,4.334769770503044128e-02,3.770333571375776849e-01,9.398618925185023842e-01,5.000000000000000104e-04
4.157804955762732235e-01,9.412912419525284458e-01,2.919207284037962993e-02,9.767462781989876275e-01,2.214242327135654609e+00,4.045447177682016948e-02,4.349786043167114258e-02,4.413436715811093203e-01,9.497975245841258074e-01,5.000000000000000104e-04
1.974237861612453682e-01,8.219685932469996681e-01,2.662300365646638398e-02,8.738685439930213850e-01,1.305168218842474248e+00,3.871274854352466793e-02,6.309223175048828125e-02,4.402854787651275803e-01,9.457721491471170472e-01,5.000000000000000104e-04
4.894027850663635881e-01,9.516454058363863489e-01,2.968054361732309562e-02,9.756552161268038370e-01,2.349038713166506032e+00,3.806295024105738750e-02,3.568959236145019531e-02,4.837085855655040012e-01,9.525009279175858934e-01,5.000000000000000104e-04
4.915494851692036593e-01,9.564280055954402782e-01,2.977284972794275522e-02,9.836055129743002112e-01,2.419237860841645382e+00,3.515900601463313457e-02,3.596536070108413696e-02,5.046047911416030596e-01,9.566573015591730567e-01,5.000000000000000104e-04
5.072145822064808574e-01,9.518772665960151258e-01,2.960204430676924292e-02,9.757415457823509497e-01,2.352310417974842860e+00,3.500812577537472381e-02,3.558126837015151978e-02,5.224269908305068100e-01,9.597804853284870319e-01,5.000000000000000104e-04
5.080238212449998958e-01,9.545464632807764138e-01,2.977265426315085090e-02,9.790963317271248467e-01,2.390914966602613489e+00,3.465770072028233340e-02,3.423204645514488220e-02,5.325869090715181775e-01,9.615814901780623813e-01,5.000000000000000104e-04
5.188973749706318195e-01,9.528276225204261873e-01,2.964192018662638664e-02,9.762046741843692921e-01,2.365853877639088498e+00,3.312007764582951957e-02,3.482819348573684692e-02,5.417475884636074879e-01,9.629479337084680957e-01,5.000000000000000104e-04
5.317392316608667846e-01,9.529002484709885312e-01,2.970347459913783364e-02,9.772838742289801095e-01,2.366897828872501552e+00,3.275208202092391718e-02,3.422451019287109375e-02,5.506285194025896113e-01,9.639882098803699284e-01,5.000000000000000104e-04
5.511565676808175551e-01,9.599997767435884954e-01,2.977684509332138157e-02,9.808013476697134969e-01,2.475840321529006793e+00,3.010974708284058082e-02,3.352664038538932800e-02,5.579437751782074795e-01,9.648737157315671054e-01,2.500000000000000052e-04
5.517455093189986837e-01,9.570664325981712572e-01,2.974482283878616615e-02,9.787149370680364724e-01,2.429072318007523990e+00,2.951577037938545728e-02,3.281172737479209900e-02,5.640918772223435518e-01,9.655727551308528334e-01,2.500000000000000052e-04
5.543692211844473139e-01,9.575915232560250345e-01,2.976556866444431126e-02,9.801645866650835481e-01,2.437249873549935053e+00,2.841552195173347589e-02,3.281967341899871826e-02,5.689302702648290078e-01,9.660514446268916311e-01,2.500000000000000052e-04
5.429072220288688744e-01,9.577451920546796726e-01,2.977724024960004198e-02,9.810925002829854469e-01,2.439658534475737994e+00,2.938292341972773697e-02,3.307182714343070984e-02,5.729174664478767776e-01,9.666757236159060351e-01,2.500000000000000052e-04
5.553053460033914313e-01,9.586119999847807494e-01,2.981001565842952492e-02,9.826000911675615290e-01,2.453379573047238527e+00,2.815662632760214043e-02,3.295829147100448608e-02,5.758076657317710012e-01,9.671422426712611431e-01,2.500000000000000052e-04
5.628499790150299775e-01,9.560967258465352669e-01,2.976657254612013678e-02,9.773183818190293026e-01,2.414180524988679633e+00,2.693119558010338352e-02,3.268126398324966431e-02,5.792327473982870067e-01,9.673372758976398478e-01,1.250000000000000026e-04
5.703025495629051589e-01,9.584372868318800087e-01,2.982814826850392967e-02,9.813735076932448287e-01,2.450595367248313394e+00,2.649150091663921361e-02,3.216461464762687683e-02,5.820097568553433964e-01,9.675795875014204794e-01,1.250000000000000026e-04
5.716736067828854795e-01,9.582937859428778404e-01,2.980747470923377634e-02,9.817679156954811637e-01,2.448315639734868654e+00,2.611831218593048398e-02,3.217428922653198242e-02,5.844296208531464254e-01,9.678329160816788734e-01,1.250000000000000026e-04
5.711845003617079808e-01,9.581837004288804582e-01,2.978918174935234198e-02,9.785251654530000565e-01,2.446571068308522001e+00,2.593329974182589232e-02,3.215382620692253113e-02,5.868635561248011223e-01,9.680335303878205844e-01,1.250000000000000026e-04
5.716855468323177591e-01,9.575210004439719258e-01,2.976609663184419385e-02,9.789312853817735416e-01,2.436146836041678032e+00,2.574676017117284374e-02,3.184459730982780457e-02,5.885242732262305765e-01,9.682288087476460525e-01,1.250000000000000026e-04
5.754296899224846662e-01,9.582086415433532789e-01,2.979332041566013292e-02,9.801652575951211865e-01,2.446965994465855943e+00,2.503672982869277475e-02,3.207629173994064331e-02,5.896031617256664026e-01,9.683736436623872068e-01,6.250000000000000130e-05
5.780207981619794877e-01,9.591282349275002117e-01,2.977557459373377652e-02,9.781037836077097758e-01,2.461662266426308143e+00,2.484512834044637006e-02,3.205784782767295837e-02,5.907104998676163676e-01,9.685533122793310579e-01,6.250000000000000130e-05
5.811740226242420038e-01,9.599144836901903899e-01,2.980292374859041041e-02,9.806388944463922952e-01,2.474441779090344795e+00,2.463498213355250210e-02,3.172719851136207581e-02,5.918805237934011698e-01,9.686677796637809257e-01,6.250000000000000130e-05
5.796774760512666269e-01,9.571477191193044076e-01,2.975460988839385632e-02,9.767736236870458999e-01,2.430332934276615120e+00,2.440479598404457495e-02,3.169935941696166992e-02,5.930967410841325727e-01,9.687615267737652580e-01,6.250000000000000130e-05
5.800693775841585520e-01,9.589470066625059852e-01,2.979420643203506761e-02,9.786616269221352082e-01,2.458744949588412609e+00,2.424370219991953818e-02,3.253605589270591736e-02,5.940826727679093811e-01,9.688419186402438266e-01,6.250000000000000130e-05
5.842274077478868399e-01,9.597521594192112149e-01,2.981705770248134144e-02,9.787570083652730180e-01,2.471786828248301759e+00,2.409611387970619564e-02,3.194705396890640259e-02,5.949267668772584283e-01,9.689142631757686752e-01,3.125000000000000065e-05
5.841858635437060521e-01,9.574009614258812695e-01,2.976784955381821252e-02,9.784693491159310863e-01,2.434272723550545692e+00,2.375204522176444649e-02,3.186455368995666504e-02,5.957169566392572779e-01,9.689694139370468307e-01,3.125000000000000065e-05
5.826838295933648437e-01,9.537870523746676543e-01,2.965730454051963838e-02,9.723148000355311682e-01,2.379750366747235724e+00,2.354760640724506970e-02,3.265683352947235107e-02,5.960629038547783365e-01,9.689720366288215869e-01,3.125000000000000065e-05
5.830794802037256863e-01,9.582824878409857972e-01,2.977484580589921659e-02,9.787821193757240135e-01,2.448136422345563723e+00,2.361988778857724777e-02,3.202030435204505920e-02,5.968417439519710932e-01,9.690517984218618430e-01,3.125000000000000065e-05
5.811200450004754270e-01,9.565816524452361858e-01,2.975918104662144889e-02,9.781608090260429655e-01,2.421593982060253669e+00,2.347773353533066237e-02,3.280579671263694763e-02,5.978969046370162799e-01,9.691186532251139241e-01,3.125000000000000065e-05
5.874904283474744471e-01,9.589130562016339177e-01,2.979340752496956873e-02,9.787527270136606727e-01,2.458199595101261181e+00,2.347033568643254464e-02,3.213472291827201843e-02,5.983236500426343252e-01,9.691589605513328820e-01,1.562500000000000033e-05
5.840927621544683701e-01,9.582483261221099724e-01,2.980078529481491878e-02,9.778831446294024010e-01,2.447594767333368893e+00,2.329959943884497148e-02,3.239845857024192810e-02,5.984408752380656615e-01,9.691911963059877122e-01,1.562500000000000033e-05
5.853578498384217621e-01,9.579498536848092272e-01,2.980348670945645942e-02,9.794506528306412552e-01,2.442877505768798585e+00,2.306086667975853696e-02,3.216353803873062134e-02,5.986857682003519088e-01,9.692172224651974810e-01,1.562500000000000033e-05
5.843889176403789243e-01,9.578715424790900101e-01,2.977733379352073481e-02,9.774611361542935306e-01,2.441644312357715840e+00,2.312347363799661243e-02,3.225800022482872009e-02,5.990686220756635816e-01,9.692366577914960368e-01,1.562500000000000033e-05
5.829792327230781668e-01,9.581895439252734459e-01,2.982999237262387929e-02,9.799254583290055720e-01,2.446663579120174514e+00,2.306791987617983278e-02,3.218673542141914368e-02,5.993387748875058652e-01,9.692552107244096771e-01,1.562500000000000033e-05
5.840642906472318652e-01,9.582129389555188448e-01,2.980504300731096415e-02,9.788150098748648054e-01,2.447034060438884939e+00,2.301056458580243158e-02,3.210651502013206482e-02,5.994074641257839398e-01,9.692711844521909592e-01,7.812500000000000163e-06
5.859049634158178810e-01,9.583701854261044151e-01,2.979776834118419079e-02,9.772868653882621492e-01,2.449528568113160887e+00,2.309102214703155978e-02,3.217817097902297974e-02,5.994406986538960425e-01,9.692827726722174075e-01,7.812500000000000163e-06
5.852043495208207879e-01,9.586291706005962698e-01,2.980089680096372623e-02,9.786081124156331690e-01,2.453653715436784566e+00,2.305916701666731530e-02,3.206597268581390381e-02,5.996080551479916476e-01,9.692880442402533880e-01,7.812500000000000163e-06
5.869279137082991094e-01,9.585824762888764949e-01,2.979330344714140044e-02,9.775934510165543712e-01,2.452908419439148169e+00,2.299830205321428539e-02,3.178897872567176819e-02,5.996254897497633740e-01,9.692957308389498206e-01,7.812500000000000163e-06
5.879011094955362005e-01,9.593409421874119491e-01,2.980799625378225889e-02,9.781506115821599900e-01,2.465099732814191924e+00,2.296255718491844316e-02,3.179521486163139343e-02,5.999034204100099910e-01,9.693041061756175747e-01,7.812500000000000163e-06
